participant_id,model_size,personality_context_enabled,topic_preference,engagement_score,coherence,windowed_coherence,topic_consistency,novelty,turn_balance,token_balance,question_rate,engagement_sensitivity_no_turn_balance
P-E83994D768,small,1,low,0.6074506481036995,0.6686053817922419,0.6843026876449585,0.6019811953107517,0.3313946182077581,1.0,0.49343093093093093,0.3333333333333333,0.5638340534485551
P-EAA9A620E2,medium,0,high,0.5794362067273169,0.6867795098911632,0.695454556833614,0.6083367218573887,0.3132204901088368,1.0,0.5787789922687283,0.0,0.5327068963636854
P-EAA9A620E2,medium,0,low,0.5903496616265991,0.6695722260258414,0.7014523825862191,0.6238431458671887,0.33042777397415857,1.0,0.6515804597701149,0.08333333333333333,0.5448329573628878
P-EAA9A620E2,medium,1,high,0.5820448171460267,0.6733780801296234,0.6954822621562264,0.6072194501757622,0.3266219198703766,1.0,0.6658193339227823,0.041666666666666664,0.5356053523844742
P-EAA9A620E2,medium,1,low,0.5939125877438169,0.6850945814089342,0.714192661372098,0.6419896533091863,0.31490541859106586,1.0,0.4450662739322533,0.041666666666666664,0.5487917641597967
P-EAA9A620E2,small,0,high,0.5811160398929409,0.667775036259131,0.7017596336928281,0.5365997143089771,0.332224963740869,1.0,0.6135531135531136,0.16666666666666666,0.5345733776588231
P-EAA9A620E2,small,0,low,0.591471413139141,0.6723333556543698,0.7152233584360643,0.5726336960991223,0.3276666443456303,1.0,0.493421052631579,0.16666666666666666,0.5460793479323789
P-EAA9A620E2,small,1,high,0.5777377357537097,0.6604372520338405,0.697831851514903,0.5689715345700582,0.3395627479661595,1.0,0.6582333507216136,0.08333333333333333,0.5308197063930107
P-EAA9A620E2,small,1,low,0.5786149173297666,0.6507974131540819,0.6839551058682529,0.5712207742035389,0.3492025868459181,1.0,0.7835751775239271,0.125,0.5317943525886295
P-FB0E050FB9,medium,0,high,0.5867600566735773,0.6224805848164991,0.6612845984372225,0.5862753925224145,0.37751941518350085,1.0,0.34448416751787536,0.25,0.5408445074150859
P-FB0E050FB9,medium,0,low,0.5963566952582562,0.6711418520320546,0.718786892565814,0.635758991042773,0.32885814796794544,1.0,0.3432663654714986,0.08333333333333333,0.5515074391758403
P-FB0E050FB9,medium,1,high,0.6148258767344734,0.6938025815920397,0.7170581248673525,0.5935033013423284,0.3061974184079604,1.0,0.16777070063694266,0.3333333333333333,0.5720287519271927
P-FB0E050FB9,medium,1,low,0.5863020931906773,0.6438887308944355,0.6930177428505637,0.6040483576556046,0.35611126910556445,1.0,0.3177881173944166,0.125,0.5403356591007524
P-FB0E050FB9,small,0,high,0.596123445598465,0.5996819788759404,0.6567571027712389,0.5656858024497826,0.4003180211240595,1.0,0.23307615729218517,0.4166666666666667,0.5512482728871833
P-FB0E050FB9,small,0,low,0.5653675764347568,0.6323564946651459,0.6790717813101681,0.5815878535310428,0.3676435053348541,1.0,0.38325350667122815,0.0,0.5170750849275076
P-FB0E050FB9,small,1,high,0.5823479621925137,0.6133097207004374,0.6809135512872175,0.5491713993251324,0.3866902792995626,1.0,0.4282504012841092,0.25,0.5359421802139042
P-FB0E050FB9,small,1,low,0.5999578583421129,0.6388256685300306,0.6665728661147031,0.5763035913308461,0.3611743314699693,1.0,0.42959582790091266,0.375,0.5555087314912366
